Locality,Type,Rent,Area,Furnishing_Status,Bathroom,Balcony,Parking,Carpet_Area,Annual_Rent,Price,ROI (%)
khar,0,60000,1000.0,0,1.0,1.0,1.0,950.0,720000,10000000.0,7.199999999999999
khar,2,100000,1400.0,0,3.0,2.0,1.0,930.0,1200000,14000000.0,8.571428571428571
khar,2,80000,800.0,1,2.0,3.0,1.0,615.0,960000,8000000.0,12.0
khar,3,125000,1650.0,0,3.0,2.0,1.0,1100.0,1500000,16500000.0,9.090909090909092
khar,3,125000,1302.0,1,3.0,1.0,1.0,1115.0,1500000,13020000.0,11.52073732718894
khar,0,50000,600.0,2,2.0,1.0,1.0,500.0,600000,6000000.0,10.0
khar,3,225000,2000.0,0,4.0,1.0,2.0,1450.0,2700000,20000000.0,13.5
khar,2,70000,850.0,1,2.0,2.0,1.0,750.0,840000,8500000.0,9.88235294117647
khar,3,120000,1600.0,0,3.0,1.0,1.0,1100.0,1440000,16000000.0,9.0
khar,2,98000,1150.0,1,2.0,1.0,1.0,800.0,1176000,11500000.0,10.22608695652174
khar,0,60000,600.0,1,1.0,2.0,1.0,450.0,720000,6000000.0,12.0
khar,3,85000,1488.0,0,3.0,1.0,1.0,1240.0,1020000,14880000.0,6.854838709677419
khar,2,60000,1000.0,0,2.0,1.0,0.0,750.0,720000,10000000.0,7.199999999999999
khar,3,130000,1200.0,0,3.0,3.0,1.0,1000.0,1560000,12000000.0,13.0
khar,2,100000,1050.0,1,2.0,3.0,1.0,725.0,1200000,10500000.0,11.428571428571429
khar,2,150000,1200.0,0,3.0,2.0,2.0,900.0,1800000,12000000.0,15.0
khar,3,225000,1500.0,0,4.0,3.0,2.0,1350.0,2700000,15000000.0,18.0
khar,3,140000,1700.0,0,3.0,5.0,1.0,1100.0,1680000,17000000.0,9.88235294117647
khar,3,185000,1800.0,0,4.0,3.0,2.0,1400.0,2220000,18000000.0,12.333333333333334
khar,3,200000,1500.0,0,3.0,2.0,1.0,1300.0,2400000,15000000.0,16.0
khar,3,200000,2000.0,0,4.0,1.0,2.0,1450.0,2400000,20000000.0,12.0
khar,2,95000,1000.0,0,2.0,2.0,1.0,750.0,1140000,10000000.0,11.4
khar,3,140000,1750.0,1,3.0,1.0,1.0,1200.0,1680000,17500000.0,9.6
khar,3,110000,1650.0,0,3.0,5.0,1.0,1200.0,1320000,16500000.0,8.0
khar,2,75000,800.0,1,2.0,2.0,1.0,750.0,900000,8000000.0,11.25
khar,2,78000,800.0,0,2.0,2.0,1.0,750.0,936000,8000000.0,11.7
khar,3,135000,1350.0,1,3.0,2.0,1.0,1200.0,1620000,13500000.0,12.0
khar,3,125000,1550.0,0,3.0,1.0,1.0,1500.0,1500000,15500000.0,9.67741935483871
khar,3,135000,1250.0,1,3.0,1.0,1.0,1200.0,1620000,12500000.0,12.96
khar,3,130000,1200.0,1,3.0,1.0,1.0,1150.0,1560000,12000000.0,13.0
khar,3,180000,1200.0,1,3.0,1.0,2.0,950.0,2160000,12000000.0,18.0
khar,3,120000,1350.0,1,3.0,5.0,1.0,1250.0,1440000,13500000.0,10.666666666666668
khar,3,150000,1300.0,0,3.0,3.0,1.0,1250.0,1800000,13000000.0,13.846153846153848
khar,3,175000,1450.0,0,3.0,1.0,1.0,1250.0,2100000,14500000.0,14.482758620689657
khar,3,250000,2000.0,0,3.0,3.0,2.0,1800.0,3000000,20000000.0,15.0
khar,3,125000,1350.0,0,3.0,3.0,1.0,1150.0,1500000,13500000.0,11.11111111111111
khar,2,75000,800.0,1,2.0,3.0,1.0,600.0,900000,8000000.0,11.25
khar,2,85000,800.0,0,2.0,2.0,1.0,645.0,1020000,8000000.0,12.75
khar,3,110000,1300.0,1,3.0,1.0,1.0,1150.0,1320000,13000000.0,10.153846153846152
khar,3,185000,1900.0,1,3.0,3.0,1.0,1700.0,2220000,19000000.0,11.68421052631579
khar,3,115000,1300.0,1,3.0,2.0,1.0,1100.0,1380000,13000000.0,10.615384615384617
khar,2,100000,1000.0,0,2.0,2.0,1.0,700.0,1200000,10000000.0,12.0
khar,3,140000,1300.0,0,3.0,3.0,1.0,1200.0,1680000,13000000.0,12.923076923076923
khar,3,120000,1400.0,0,3.0,3.0,1.0,1200.0,1440000,14000000.0,10.285714285714285
khar,3,140000,1400.0,1,3.0,3.0,1.0,1200.0,1680000,14000000.0,12.0
khar,3,150000,1400.0,0,3.0,3.0,1.0,1225.0,1800000,14000000.0,12.857142857142856
khar,2,75000,1000.0,0,2.0,2.0,1.0,775.0,900000,10000000.0,9.0
khar,2,65000,900.0,0,2.0,2.0,1.0,780.0,780000,9000000.0,8.666666666666668
khar,3,120000,1400.0,1,2.0,4.0,1.0,1200.0,1440000,14000000.0,10.285714285714285
khar,2,100000,1000.0,1,3.0,3.0,1.0,705.0,1200000,10000000.0,12.0
khar,3,110000,1400.0,0,3.0,3.0,1.0,1250.0,1320000,14000000.0,9.428571428571429
khar,0,60000,800.0,0,1.0,1.0,1.0,550.0,720000,8000000.0,9.0
khar,2,85000,1000.0,1,2.0,2.0,1.0,800.0,1020000,10000000.0,10.2
khar,3,140000,1300.0,0,3.0,3.0,1.0,1175.0,1680000,13000000.0,12.923076923076923
khar,2,100000,1000.0,0,2.0,2.0,1.0,700.0,1200000,10000000.0,12.0
khar,2,100000,1000.0,1,2.0,2.0,1.0,705.0,1200000,10000000.0,12.0
khar,3,160000,2000.0,1,2.0,2.0,2.0,1672.0,1920000,20000000.0,9.6
khar,3,160000,1850.0,1,2.0,2.0,2.0,1400.0,1920000,18500000.0,10.378378378378375
khar,2,100000,1100.0,0,2.0,2.0,1.0,840.0,1200000,11000000.0,10.909090909090908
khar,2,100000,1125.0,1,2.0,1.0,1.0,800.0,1200000,11250000.0,10.666666666666668
khar,3,150000,1780.0,1,3.0,4.0,1.0,1250.0,1800000,17800000.0,10.112359550561797
khar,2,100000,1160.0,1,2.0,2.0,1.0,760.0,1200000,11600000.0,10.344827586206897
khar,3,200000,2100.0,0,3.0,3.0,3.0,1550.0,2400000,21000000.0,11.428571428571429
khar,2,110000,1050.0,0,2.0,3.0,1.0,850.0,1320000,10500000.0,12.571428571428571
khar,3,150000,1450.0,0,3.0,3.0,1.0,1250.0,1800000,14500000.0,12.413793103448276
khar,3,140000,1650.0,1,3.0,1.0,1.0,1500.0,1680000,16500000.0,10.181818181818182
khar,3,150000,1400.0,0,3.0,1.0,1.0,1290.0,1800000,14000000.0,12.857142857142856
khar,3,240000,1600.0,0,3.0,1.0,1.0,1400.0,2880000,16000000.0,18.0
khar,3,110000,1250.0,0,3.0,1.0,1.0,1100.0,1320000,12500000.0,10.56
khar,2,105000,1473.0,0,2.0,4.0,1.0,1016.0,1260000,14730000.0,8.55397148676171
khar,2,75000,1050.0,1,3.0,1.0,1.0,820.0,900000,10500000.0,8.571428571428571
khar,3,175000,1400.0,1,3.0,1.0,2.0,1180.0,2100000,14000000.0,15.0
khar,3,110000,1550.0,0,3.0,3.0,1.0,1060.0,1320000,15500000.0,8.516129032258064
khar,3,150000,1800.0,0,3.0,3.0,2.0,1400.0,1800000,18000000.0,10.0
khar,2,100000,1250.0,0,2.0,2.0,1.0,850.0,1200000,12500000.0,9.6
khar,2,100000,820.0,1,2.0,1.0,1.0,700.0,1200000,8200000.0,14.634146341463412
khar,2,75000,940.0,0,2.0,2.0,1.0,710.0,900000,9400000.0,9.574468085106384
khar,2,85000,980.0,0,2.0,1.0,1.0,700.0,1020000,9800000.0,10.408163265306122
khar,2,95000,992.0,1,2.0,2.0,1.0,825.0,1140000,9920000.0,11.491935483870968
khar,2,90000,960.0,1,2.0,2.0,1.0,720.0,1080000,9600000.0,11.25
khar,2,75000,970.0,1,2.0,1.0,1.0,710.0,900000,9700000.0,9.278350515463918
khar,3,135000,1450.0,1,3.0,1.0,2.0,1190.0,1620000,14500000.0,11.172413793103448
khar,2,90000,980.0,1,2.0,3.0,1.0,740.0,1080000,9800000.0,11.020408163265309
khar,2,80000,1050.0,1,2.0,2.0,1.0,770.0,960000,10500000.0,9.142857142857142
khar,3,120000,1600.0,1,3.0,1.0,2.0,1120.0,1440000,16000000.0,9.0
khar,2,140000,980.0,1,2.0,1.0,1.0,710.0,1680000,9800000.0,17.142857142857142
khar,2,85000,920.0,0,2.0,1.0,1.0,650.0,1020000,9200000.0,11.08695652173913
khar,2,85000,1100.0,1,2.0,1.0,1.0,724.0,1020000,11000000.0,9.272727272727272
khar,3,140000,1850.0,1,4.0,4.0,2.0,1480.0,1680000,18500000.0,9.08108108108108
khar,2,100000,1000.0,0,2.0,2.0,1.0,750.0,1200000,10000000.0,12.0
khar,2,90000,1050.0,0,2.0,2.0,1.0,760.0,1080000,10500000.0,10.285714285714285
khar,3,200000,1650.0,0,4.0,1.0,3.0,1400.0,2400000,16500000.0,14.545454545454543
khar,2,80000,950.0,0,2.0,1.0,1.0,700.0,960000,9500000.0,10.105263157894736
khar,2,110000,1050.0,0,2.0,2.0,1.0,810.0,1320000,10500000.0,12.571428571428571
khar,2,95000,1210.0,0,2.0,4.0,1.0,875.0,1140000,12100000.0,9.421487603305785
khar,3,175000,1800.0,1,4.0,1.0,2.0,1320.0,2100000,18000000.0,11.666666666666666
khar,2,90000,950.0,1,2.0,1.0,1.0,715.0,1080000,9500000.0,11.36842105263158
khar,2,115000,1200.0,0,2.0,3.0,1.0,980.0,1380000,12000000.0,11.5
khar,2,80000,980.0,1,2.0,1.0,1.0,720.0,960000,9800000.0,9.79591836734694
khar,2,85000,980.0,1,2.0,1.0,1.0,730.0,1020000,9800000.0,10.408163265306122
khar,2,90000,1050.0,0,2.0,1.0,1.0,790.0,1080000,10500000.0,10.285714285714285
khar,2,75000,850.0,2,2.0,2.0,1.0,750.0,900000,8500000.0,10.588235294117649
khar,2,90000,1000.0,1,2.0,1.0,1.0,760.0,1080000,10000000.0,10.8
khar,3,140000,1530.0,1,3.0,1.0,1.0,1300.0,1680000,15300000.0,10.980392156862743
khar,2,65000,750.0,2,2.0,2.0,1.0,650.0,780000,7500000.0,10.4
khar,3,90000,1385.0,1,4.0,4.0,2.0,1175.0,1080000,13850000.0,7.79783393501805
khar,3,115000,1320.0,0,3.0,1.0,1.0,1100.0,1380000,13200000.0,10.454545454545451
khar,2,100000,1020.0,0,2.0,2.0,1.0,780.0,1200000,10200000.0,11.76470588235294
khar,3,125000,1400.0,1,3.0,2.0,2.0,1180.0,1500000,14000000.0,10.714285714285714
khar,3,165000,2100.0,0,3.0,1.0,2.0,1800.0,1980000,21000000.0,9.428571428571429
khar,2,110000,1100.0,0,2.0,2.0,1.0,1020.0,1320000,11000000.0,12.0
khar,3,110000,1150.0,0,3.0,3.0,2.0,1000.0,1320000,11500000.0,11.478260869565217
khar,2,75000,850.0,1,2.0,2.0,1.0,750.0,900000,8500000.0,10.588235294117649
khar,3,136000,1334.0,0,3.0,1.0,1.0,1109.0,1632000,13340000.0,12.233883058470765
khar,3,125000,1445.0,0,3.0,1.0,2.0,1190.0,1500000,14450000.0,10.38062283737024
khar,2,105000,1101.0,0,2.0,2.0,1.0,822.0,1260000,11010000.0,11.444141689373296
khar,2,85000,1011.0,0,2.0,1.0,1.0,774.0,1020000,10110000.0,10.089020771513352
khar,3,135000,1450.0,0,3.0,1.0,1.0,1250.0,1620000,14500000.0,11.172413793103448
khar,2,60000,750.0,2,2.0,2.0,1.0,650.0,720000,7500000.0,9.6
khar,0,50000,700.0,2,1.0,1.0,1.0,450.0,600000,7000000.0,8.571428571428571
khar,3,90000,1028.0,0,3.0,3.0,1.0,1000.0,1080000,10280000.0,10.505836575875486
khar,3,170000,2250.0,1,3.0,3.0,2.0,2000.0,2040000,22500000.0,9.066666666666666
khar,2,70000,920.0,1,1.0,1.0,1.0,650.0,840000,9200000.0,9.130434782608695
khar,2,110000,1000.0,0,2.0,2.0,1.0,780.0,1320000,10000000.0,13.2
khar,3,80000,1550.0,0,3.0,3.0,1.0,1000.0,960000,15500000.0,6.193548387096774
khar,2,85000,980.0,0,2.0,1.0,1.0,800.0,1020000,9800000.0,10.408163265306122
khar,2,85000,1000.0,0,2.0,4.0,1.0,780.0,1020000,10000000.0,10.2
khar,3,180000,2500.0,0,4.0,3.0,2.0,2200.0,2160000,25000000.0,8.64
khar,2,80000,1000.0,1,2.0,1.0,1.0,790.0,960000,10000000.0,9.6
khar,3,220000,1800.0,0,3.0,2.0,1.0,1550.0,2640000,18000000.0,14.666666666666666
khar,2,80000,1000.0,1,2.0,2.0,1.0,800.0,960000,10000000.0,9.6
khar,3,100000,1400.0,0,3.0,3.0,1.0,1000.0,1200000,14000000.0,8.571428571428571
khar,2,90000,1000.0,0,2.0,2.0,1.0,800.0,1080000,10000000.0,10.8
khar,2,60000,700.0,2,2.0,2.0,1.0,650.0,720000,7000000.0,10.285714285714285
khar,2,55000,650.0,1,2.0,2.0,1.0,600.0,660000,6500000.0,10.153846153846152
khar,2,70000,850.0,2,2.0,2.0,1.0,750.0,840000,8500000.0,9.88235294117647
khar,2,70000,750.0,0,2.0,2.0,1.0,650.0,840000,7500000.0,11.2
khar,2,72000,800.0,0,2.0,2.0,1.0,700.0,864000,8000000.0,10.8
khar,3,80000,900.0,0,3.0,3.0,1.0,800.0,960000,9000000.0,10.666666666666668
khar,0,50000,700.0,1,2.0,2.0,1.0,475.0,600000,7000000.0,8.571428571428571
khar,3,135000,1625.0,1,4.0,1.0,2.0,1200.0,1620000,16250000.0,9.96923076923077
khar,3,130000,1500.0,1,3.0,2.0,2.0,1290.0,1560000,15000000.0,10.4
khar,3,180000,2700.0,1,4.0,1.0,2.0,2000.0,2160000,27000000.0,8.0
khar,3,100000,1800.0,1,3.0,1.0,1.0,1300.0,1200000,18000000.0,6.666666666666667
khar,2,75000,1000.0,0,2.0,1.0,1.0,780.0,900000,10000000.0,9.0
khar,2,60000,950.0,0,3.0,2.0,1.0,850.0,720000,9500000.0,7.578947368421053
khar,2,98000,950.0,1,2.0,2.0,1.0,800.0,1176000,9500000.0,12.378947368421054
khar,2,85000,850.0,2,2.0,2.0,1.0,750.0,1020000,8500000.0,12.0
khar,3,120000,1750.0,1,3.0,1.0,1.0,1320.0,1440000,17500000.0,8.228571428571428
khar,2,95000,1200.0,1,2.0,1.0,1.0,800.0,1140000,12000000.0,9.5
khar,2,95000,1220.0,1,2.0,2.0,1.0,820.0,1140000,12200000.0,9.344262295081968
khar,3,170000,1750.0,0,3.0,3.0,2.0,1350.0,2040000,17500000.0,11.657142857142858
khar,3,130000,1750.0,1,3.0,3.0,1.0,1300.0,1560000,17500000.0,8.914285714285715
khar,2,95000,1114.0,0,2.0,2.0,1.0,700.0,1140000,11140000.0,10.23339317773788
khar,3,90000,1100.0,1,3.0,1.0,1.0,1000.0,1080000,11000000.0,9.818181818181818
khar,2,60000,1000.0,1,2.0,2.0,1.0,800.0,720000,10000000.0,7.199999999999999
khar,2,70000,1000.0,0,2.0,2.0,1.0,800.0,840000,10000000.0,8.4
khar,2,80000,1000.0,1,2.0,2.0,1.0,800.0,960000,10000000.0,9.6
khar,3,85000,1350.0,1,3.0,1.0,1.0,1250.0,1020000,13500000.0,7.555555555555555
khar,0,50000,600.0,0,1.0,1.0,1.0,530.0,600000,6000000.0,10.0
khar,2,120000,1000.0,0,2.0,1.0,1.0,950.0,1440000,10000000.0,14.4
khar,3,90000,1400.0,0,3.0,2.0,1.0,1300.0,1080000,14000000.0,7.7142857142857135
khar,3,150000,1200.0,0,3.0,2.0,2.0,1110.0,1800000,12000000.0,15.0
khar,0,55000,750.0,0,1.0,1.0,1.0,650.0,660000,7500000.0,8.799999999999999
khar,2,60000,850.0,0,2.0,1.0,2.0,750.0,720000,8500000.0,8.470588235294118
khar,2,135000,1100.0,0,3.0,3.0,2.0,990.0,1620000,11000000.0,14.727272727272728
khar,2,55000,1000.0,0,2.0,2.0,1.0,950.0,660000,10000000.0,6.6000000000000005
khar,2,75000,1000.0,1,2.0,2.0,1.0,950.0,900000,10000000.0,9.0
khar,2,80000,900.0,1,2.0,1.0,1.0,800.0,960000,9000000.0,10.666666666666668
khar,2,120000,900.0,1,3.0,4.0,1.0,800.0,1440000,9000000.0,16.0
khar,2,65000,950.0,1,2.0,1.0,1.0,850.0,780000,9500000.0,8.210526315789474
khar,2,65000,1000.0,0,2.0,2.0,1.0,950.0,780000,10000000.0,7.8
khar,3,130000,1800.0,1,3.0,1.0,1.0,1350.0,1560000,18000000.0,8.666666666666668
khar,3,325000,2000.0,1,3.0,2.0,1.0,1900.0,3900000,20000000.0,19.5
khar,3,135000,1750.0,0,3.0,2.0,1.0,1600.0,1620000,17500000.0,9.257142857142856
khar,2,120000,1200.0,0,2.0,1.0,2.0,800.0,1440000,12000000.0,12.0
khar,3,150000,2000.0,0,3.0,1.0,2.0,1300.0,1800000,20000000.0,9.0
khar,2,100000,1200.0,0,2.0,1.0,1.0,800.0,1200000,12000000.0,10.0
khar,2,110000,1200.0,0,3.0,1.0,2.0,800.0,1320000,12000000.0,11.0
khar,2,90000,1200.0,0,2.0,1.0,1.0,800.0,1080000,12000000.0,9.0
khar,2,90000,1200.0,0,2.0,1.0,1.0,800.0,1080000,12000000.0,9.0
khar,2,150000,1200.0,1,2.0,1.0,1.0,800.0,1800000,12000000.0,15.0
khar,2,70000,1200.0,0,3.0,1.0,1.0,800.0,840000,12000000.0,7.000000000000001
khar,3,140000,1350.0,0,3.0,2.0,1.0,1250.0,1680000,13500000.0,12.444444444444445
khar,0,65000,600.0,0,1.0,1.0,1.0,550.0,780000,6000000.0,13.0
khar,3,140000,1650.0,1,3.0,1.0,1.0,1100.0,1680000,16500000.0,10.181818181818182
khar,0,80000,600.0,0,1.0,1.0,1.0,550.0,960000,6000000.0,16.0
khar,3,160000,1850.0,0,3.0,1.0,1.0,1400.0,1920000,18500000.0,10.378378378378375
khar,2,70000,1000.0,0,2.0,1.0,1.0,800.0,840000,10000000.0,8.4
khar,3,100000,1800.0,0,3.0,3.0,2.0,1350.0,1200000,18000000.0,6.666666666666667
khar,3,140000,1800.0,1,3.0,1.0,1.0,1400.0,1680000,18000000.0,9.333333333333334
khar,3,95000,1800.0,0,3.0,3.0,1.0,1350.0,1140000,18000000.0,6.333333333333334
khar,2,90000,1000.0,0,2.0,2.0,3.0,950.0,1080000,10000000.0,10.8
khar,2,65000,1000.0,0,2.0,1.0,1.0,820.0,780000,10000000.0,7.8
khar,2,70000,1050.0,0,2.0,1.0,1.0,700.0,840000,10500000.0,8.0
khar,1,25000,400.0,0,1.0,1.0,1.0,350.0,300000,4000000.0,7.5
khar,2,55000,900.0,1,2.0,2.0,2.0,850.0,660000,9000000.0,7.333333333333333
khar,2,100000,1000.0,1,2.0,2.0,2.0,950.0,1200000,10000000.0,12.0
khar,3,200000,1650.0,0,3.0,2.0,1.0,1350.0,2400000,16500000.0,14.545454545454543
khar,3,175000,3300.0,0,3.0,1.0,1.0,2200.0,2100000,33000000.0,6.363636363636363
khar,2,80000,900.0,1,2.0,2.0,1.0,800.0,960000,9000000.0,10.666666666666668
khar,3,110000,1600.0,1,3.0,2.0,2.0,1520.0,1320000,16000000.0,8.25
khar,2,74000,950.0,1,2.0,1.0,1.0,800.0,888000,9500000.0,9.347368421052632
khar,2,74000,1050.0,1,2.0,1.0,2.0,850.0,888000,10500000.0,8.457142857142857
khar,3,119000,1500.0,1,3.0,3.0,2.0,1450.0,1428000,15000000.0,9.52
khar,3,114000,1014.0,1,3.0,2.0,2.0,950.0,1368000,10140000.0,13.491124260355033
khar,2,123000,850.0,0,2.0,2.0,1.0,760.0,1476000,8500000.0,17.36470588235294
khar,0,55000,650.0,1,2.0,2.0,1.0,550.0,660000,6500000.0,10.153846153846152
khar,2,50000,750.0,1,2.0,2.0,1.0,700.0,600000,7500000.0,8.0
khar,3,125000,1620.0,0,3.0,3.0,1.0,1500.0,1500000,16200000.0,9.25925925925926
khar,3,125000,1410.0,1,3.0,3.0,3.0,1270.0,1500000,14100000.0,10.638297872340424
khar,1,43000,650.0,1,2.0,1.0,1.0,510.0,516000,6500000.0,7.938461538461539
khar,2,75000,900.0,0,2.0,2.0,1.0,760.0,900000,9000000.0,10.0
khar,2,98000,950.0,2,2.0,1.0,1.0,800.0,1176000,9500000.0,12.378947368421054
khar,3,120000,1700.0,0,3.0,1.0,2.0,1400.0,1440000,17000000.0,8.470588235294118
khar,2,100000,1050.0,0,2.0,2.0,1.0,800.0,1200000,10500000.0,11.428571428571429
khar,2,65000,1050.0,0,2.0,1.0,1.0,800.0,780000,10500000.0,7.428571428571429
khar,2,110000,900.0,1,2.0,1.0,2.0,750.0,1320000,9000000.0,14.666666666666666
khar,0,54000,750.0,0,1.0,1.0,1.0,450.0,648000,7500000.0,8.64
khar,0,45000,550.0,1,1.0,1.0,1.0,480.0,540000,5500000.0,9.818181818181818
khar,2,70000,1000.0,1,3.0,1.0,2.0,800.0,840000,10000000.0,8.4
khar,2,100000,1000.0,0,2.0,1.0,2.0,850.0,1200000,10000000.0,12.0
khar,3,185000,1600.0,0,4.0,1.0,3.0,1400.0,2220000,16000000.0,13.875000000000002
khar,2,70000,950.0,1,2.0,1.0,1.0,850.0,840000,9500000.0,8.842105263157894
khar,0,43000,650.0,1,1.0,1.0,1.0,500.0,516000,6500000.0,7.938461538461539
khar,0,53000,790.0,0,2.0,2.0,2.0,590.0,636000,7900000.0,8.050632911392405
khar,2,85000,900.0,1,2.0,1.0,1.0,750.0,1020000,9000000.0,11.333333333333332
khar,3,100000,1600.0,0,3.0,1.0,1.0,1200.0,1200000,16000000.0,7.5
khar,2,120000,1000.0,0,2.0,1.0,2.0,850.0,1440000,10000000.0,14.4
khar,2,80000,998.0,0,2.0,2.0,1.0,750.0,960000,9980000.0,9.619238476953909
khar,2,80000,900.0,0,2.0,1.0,1.0,750.0,960000,9000000.0,10.666666666666668
khar,3,150000,1400.0,1,3.0,1.0,2.0,1290.0,1800000,14000000.0,12.857142857142856
khar,2,85000,900.0,0,1.0,1.0,2.0,750.0,1020000,9000000.0,11.333333333333332
khar,2,80000,850.0,0,2.0,2.0,2.0,750.0,960000,8500000.0,11.294117647058824
khar,2,75000,780.0,0,2.0,1.0,1.0,700.0,900000,7800000.0,11.538461538461538
khar,3,120000,1200.0,1,3.0,1.0,1.0,1000.0,1440000,12000000.0,12.0
khar,2,90000,1000.0,1,2.0,2.0,1.0,800.0,1080000,10000000.0,10.8
khar,3,125000,1400.0,1,3.0,1.0,1.0,1075.0,1500000,14000000.0,10.714285714285714
khar,0,40000,500.0,1,1.0,1.0,1.0,400.0,480000,5000000.0,9.6
khar,2,75000,1400.0,0,2.0,2.0,1.0,950.0,900000,14000000.0,6.428571428571428
khar,2,65000,1050.0,0,2.0,1.0,1.0,750.0,780000,10500000.0,7.428571428571429
khar,2,75000,1050.0,0,2.0,1.0,1.0,750.0,900000,10500000.0,8.571428571428571
khar,0,50000,650.0,0,2.0,1.0,1.0,550.0,600000,6500000.0,9.230769230769232
khar,2,80000,1050.0,0,2.0,1.0,1.0,750.0,960000,10500000.0,9.142857142857142
khar,2,80000,950.0,0,2.0,1.0,1.0,725.0,960000,9500000.0,10.105263157894736
khar,2,200000,1700.0,0,2.0,2.0,1.0,1500.0,2400000,17000000.0,14.117647058823527
khar,3,130000,1650.0,0,3.0,1.0,2.0,1100.0,1560000,16500000.0,9.454545454545457
khar,2,78000,900.0,1,2.0,1.0,1.0,740.0,936000,9000000.0,10.4
khar,0,30000,550.0,1,1.0,1.0,1.0,450.0,360000,5500000.0,6.545454545454546
khar,2,90000,900.0,0,2.0,2.0,1.0,750.0,1080000,9000000.0,12.0
khar,2,95000,900.0,1,2.0,1.0,2.0,750.0,1140000,9000000.0,12.666666666666668
khar,3,135000,2000.0,0,3.0,2.0,1.0,1600.0,1620000,20000000.0,8.1
khar,3,200000,1800.0,1,3.0,1.0,2.0,1270.0,2400000,18000000.0,13.333333333333334
khar,3,130000,1280.0,0,3.0,1.0,1.0,1000.0,1560000,12800000.0,12.1875
khar,0,45000,600.0,1,1.0,1.0,1.0,500.0,540000,6000000.0,9.0
khar,3,125000,1500.0,1,3.0,1.0,1.0,1000.0,1500000,15000000.0,10.0
khar,3,125000,1650.0,1,3.0,1.0,1.0,1050.0,1500000,16500000.0,9.090909090909092
khar,2,65000,1100.0,0,2.0,1.0,1.0,775.0,780000,11000000.0,7.090909090909091
khar,2,75000,800.0,1,2.0,3.0,1.0,700.0,900000,8000000.0,11.25
khar,0,50000,700.0,0,1.0,1.0,2.0,550.0,600000,7000000.0,8.571428571428571
khar,2,80000,1000.0,1,2.0,1.0,1.0,800.0,960000,10000000.0,9.6
khar,3,130000,1700.0,1,3.0,1.0,1.0,1450.0,1560000,17000000.0,9.176470588235292
khar,0,50000,700.0,1,1.0,2.0,0.0,450.0,600000,7000000.0,8.571428571428571
khar,3,325000,2600.0,1,3.0,1.0,1.0,2500.0,3900000,26000000.0,15.0
khar,2,100000,1200.0,1,2.0,1.0,1.0,900.0,1200000,12000000.0,10.0
khar,3,150000,1650.0,1,3.0,2.0,1.0,1100.0,1800000,16500000.0,10.909090909090908
khar,2,100000,820.0,1,2.0,1.0,1.0,800.0,1200000,8200000.0,14.634146341463412
kurla,2,42000,1140.0,1,2.0,1.0,1.0,750.0,504000,11400000.0,4.421052631578947
kurla,3,47000,1400.0,2,2.0,1.0,1.0,950.0,564000,14000000.0,4.0285714285714285
kurla,2,43000,1050.0,1,2.0,1.0,1.0,693.0,516000,10500000.0,4.914285714285714
kurla,2,43000,1200.0,1,2.0,1.0,1.0,1050.0,516000,12000000.0,4.3
kurla,3,45000,1300.0,1,2.0,1.0,1.0,900.0,540000,13000000.0,4.153846153846154
kurla,2,41000,1150.0,2,2.0,1.0,1.0,750.0,492000,11500000.0,4.278260869565218
kurla,3,60000,1375.0,1,3.0,1.0,1.0,1164.0,720000,13750000.0,5.236363636363636
kurla,2,40000,1000.0,2,2.0,1.0,1.0,750.0,480000,10000000.0,4.8
kurla,2,43000,900.0,1,2.0,1.0,1.0,756.0,516000,9000000.0,5.733333333333333
kurla,2,38000,1100.0,2,2.0,2.0,0.0,700.0,456000,11000000.0,4.1454545454545455
kurla,2,40000,1000.0,1,2.0,1.0,1.0,750.0,480000,10000000.0,4.8
kurla,2,36000,765.0,1,2.0,3.0,0.0,500.0,432000,7650000.0,5.647058823529412
kurla,1,15000,240.0,2,1.0,1.0,0.0,240.0,180000,2400000.0,7.5
kurla,0,20999,670.0,0,2.0,1.0,2.0,450.0,251988,6700000.0,3.7610149253731344
kurla,2,34000,900.0,2,2.0,2.0,2.0,670.0,408000,9000000.0,4.533333333333333
kurla,2,40000,1050.0,1,2.0,3.0,1.0,750.0,480000,10500000.0,4.571428571428571
kurla,0,25000,450.0,2,1.0,1.0,0.0,373.0,300000,4500000.0,6.666666666666667
kurla,3,55000,1500.0,1,3.0,1.0,1.0,1100.0,660000,15000000.0,4.4
kurla,3,55000,1400.0,1,3.0,2.0,2.0,1050.0,660000,14000000.0,4.714285714285714
kurla,2,37000,1080.0,0,2.0,3.0,2.0,740.0,444000,10800000.0,4.111111111111112
kurla,3,45000,1200.0,0,2.0,1.0,1.0,800.0,540000,12000000.0,4.5
kurla,2,45000,1400.0,0,2.0,3.0,1.0,1000.0,540000,14000000.0,3.8571428571428568
kurla,0,30000,650.0,0,2.0,1.0,0.0,430.0,360000,6500000.0,5.538461538461538
kurla,0,45000,1150.0,1,2.0,1.0,2.0,850.0,540000,11500000.0,4.695652173913043
kurla,3,55000,1450.0,2,3.0,2.0,1.0,1070.0,660000,14500000.0,4.551724137931035
kurla,2,40700,1140.0,2,2.0,1.0,1.0,720.0,488400,11400000.0,4.28421052631579
kurla,2,42000,850.0,1,2.0,1.0,1.0,751.0,504000,8500000.0,5.929411764705883
